cand_id;job_id;distance_km;match_score;match_rank;cand_gender;cand_age_bucket;cand_domicile_province;cand_domicile_region;cand_education;job_contract_type;job_professional_category;job_sector;job_work_province
7,149,963;OFF_1856_0006;3.195.477.867;9.786.977.386;9;Female;45-54;MB;LOMBARDIA;N/A;Search and selection;General Electronics/Electrotechnical Worker;General Workers;MI 
6,268,446;OFF_1856_0006;1.028.486.061;9.783.688.354;10;Male;45-54;MI;LOMBARDIA;N/A;Search and selection;General Electronics/Electrotechnical Worker;General Workers;MI 
6,553,788;OFF_1859_1410;1.534.854.507;999.723.587;1;Female;25-34;MI;LOMBARDIA;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
5,810,380;OFF_1859_1410;1.534.854.507;9.993.954.468;2;Female;35-44;MI;LOMBARDIA;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
6,512,567;OFF_1859_1410;1.534.854.507;9.992.597.961;3;Female;15-24;MI;LOMBARDIA;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
7,010,706;OFF_1859_1410;840.158.844;9.992.460.632;4;Female;35-44;MI;LOMBARDIA;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
1,730,951;OFF_1859_1410;6.395.414.352;9.991.728.973;5;Female;25-34;MI;LOMBARDIA;Qualification / Certificate: Restaurant Services Operator;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
5,423,175;OFF_1859_1410;1.534.854.507;999.131.012;6;Male;25-34;MI;LOMBARDIA;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
1,256,285;OFF_1859_1410;3.843.051.434;9.990.892.029;7;Female;25-34;MI;LOMBARDIA;Degree / High School : Language High School;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
5,732,249;OFF_1859_1410;9.021.561.623;9.990.151.215;8;Female;15-24;MI;LOMBARDIA;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
5,158,976;OFF_1859_1410;1.534.854.507;9.989.709.473;9;Female;15-24;MI;LOMBARDIA;Degree / High School : Business Economics;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
5,501,728;OFF_1859_1410;1.534.854.507;9.989.615.631;10;Female;25-34;MI;LOMBARDIA;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;MI 
3,158,429;OFF_1865_1410;1.690.639.305;9.994.791.412;1;Male;35-44;RM;LAZIO;Degree / High School : Scientific High School;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
2,286,559;OFF_1865_1410;7.645.476.341;9.994.449.615;2;Female;35-44;RM;LAZIO;Degree / High School : Social Services Technician;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
6,167,662;OFF_1865_1410;1.690.639.305;9.990.644.073;3;Female;25-34;RM;LAZIO;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
6,378,053;OFF_1865_1410;1.690.639.305;9.990.019.226;4;Female;15-24;RM;LAZIO;Degree / High School : High School specializing in Humanities;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
186,806;OFF_1865_1410;1.690.639.305;9.990.014.648;5;Male;25-34;RM;LAZIO;Degree / High School : Scientific High School;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
6,393,513;OFF_1865_1410;1.690.639.305;9.989.134.216;6;Female;25-34;RM;LAZIO;Degree / High School : Tourism Specialist;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
4,352,646;OFF_1865_1410;1.690.639.305;9.988.843.536;7;Male;45-54;RM;LAZIO;Bachelor's Degree : Economics and Management of Tourism Services;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
4,858,018;OFF_1865_1410;1.690.639.305;9.988.671.875;8;Female;25-34;RM;LAZIO;N/A;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
529,317;OFF_1865_1410;1.690.639.305;9.987.998.962;9;Female;25-34;RM;LAZIO;Degree / High School : High School specializing in Humanities;Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
5,766,082;OFF_1865_1410;1.690.639.305;998.713.913;10;Female;25-34;RM;LAZIO;"Bachelor's Degree : Modern Languages and Cultures (L-11);Master's Degree : Languages and Literatures of Africa and Asia (LM-36)";Search and selection;point of sale clerk/shop assistant;Large-scale distribution / Retail / Shop assistants / Shelving workers;RM 
5,242,713;OFF_1903_0363;8.493.514.061;9.992.134.857;1;Female;25-34;BG;LOMBARDIA;N/A;Search and selection;Mechanical fitter;Specialized workers;BG 
1,706,095;OFF_1903_0363;2.880.078.697;9.990.630.341;2;Male;25-34;BG;LOMBARDIA;N/A;Search and selection;Mechanical fitter;Specialized workers;BG 
6,435,351;OFF_1903_0363;2.168.547.821;9.990.542.603;3;Male;25-34;MI;LOMBARDIA;N/A;Search and selection;Mechanical fitter;Specialized workers;BG 
6,217,501;OFF_1903_0363;2.664.643.478;998.841.629;4;Male;25-34;BG;LOMBARDIA;Degree / High School : Technician in Mechanics, Mechatronics, and Energy;Search and selection;Mechanical fitter;Specialized workers;BG 
6,612,242;OFF_1903_0363;8.493.514.061;9.987.065.125;5;Male;15-24;BG;LOMBARDIA;Qualification / Certificate: Automotive Maintenance and Repair Technician;Search and selection;Mechanical fitter;Specialized workers;BG 
151,444;OFF_1903_0363;8.493.514.061;9.986.314.392;6;Male;45-54;BG;LOMBARDIA;N/A;Search and selection;Mechanical fitter;Specialized workers;BG 
3,075,124;OFF_1903_0363;1.220.023.918;9.984.401.703;7;Male;35-44;BG;LOMBARDIA;N/A;Search and selection;Mechanical fitter;Specialized workers;BG 
7,342,184;OFF_1903_0363;2.168.547.821;9.983.988.953;8;Male;15-24;MI;LOMBARDIA;Degree / High School : Technician in Electronics and Electrical Engineering;Search and selection;Mechanical fitter;Specialized workers;BG 
7,244,510;OFF_1903_0363;1.038.744.831;9.982.783.508;9;Male;25-34;MI;LOMBARDIA;N/A;Search and selection;Mechanical fitter;Specialized workers;BG 
5,133,481;OFF_1903_0363;1.504.282.475;9.982.415.009;10;Male;15-24;BG;LOMBARDIA;Qualification / Certificate: Automotive Maintenance and Repair Technician;Search and selection;Mechanical fitter;Specialized workers;BG 
6,093,282;OFF_1934_0100;7.116.894.531;9.990.618.134;1;Female;35-44;BG;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
6,172,682;OFF_1934_0100;2.541.400.337;9.985.182.953;2;Female;35-44;BS;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
5,682,107;OFF_1934_0100;7.789.083.099;9.984.481.812;3;Female;25-34;MI;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
1,894,212;OFF_1934_0100;9.793.189.049;998.238.678;4;Male;55-74;BS;LOMBARDIA;Qualification / Certificate: Office Clerk;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
7,239,266;OFF_1934_0100;5.311.228.561;9.982.026.672;5;Female;55-74;BG;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
5,804,425;OFF_1934_0100;7.116.894.531;9.981.826.019;6;Female;35-44;BG;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
6,565,427;OFF_1934_0100;1.866.766.357;9.981.577.301;7;Female;25-34;BS;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
622,657;OFF_1934_0100;7.789.083.099;9.981.316.376;8;Female;55-74;MI;LOMBARDIA;"Qualification / Certificate: Business Management Operator (formerly Business Secretary);Degree / High School : eacher Training College with focus on Social, Psychological, and Pedagogical Studies";Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
5,645,078;OFF_1934_0100;4.729.985.809;9.980.186.462;9;Female;55-74;BS;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
6,543,037;OFF_1934_0100;0;9.978.185.272;10;Female;45-54;BS;LOMBARDIA;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;BS 
864,809;OFF_1937_0319;7.554.938.507;998.963.089;1;Male;25-34;PR;EMILIA ROMAGNA;"Middle School;Qualification / Certificate: Machine Tool Operator";Search and selection;Assembly worker (m/f);General Workers;BS 
83,772;OFF_1937_0319;6.254.976.749;9.988.742.828;2;Female;45-54;BS;LOMBARDIA;N/A;Search and selection;Assembly worker (m/f);General Workers;BS 
2,380,447;OFF_1937_0319;5.166.201.019;9.987.949.371;3;Male;25-34;BG;LOMBARDIA;"Qualification / Certificate: Forklift Truck (license);Higher Technical Institute (ITS) in the Agri-food Sector";Search and selection;Assembly worker (m/f);General Workers;BS 
6,158,605;OFF_1937_0319;195.822.506;998.542.099;4;Female;55-74;MN;LOMBARDIA;N/A;Search and selection;Assembly worker (m/f);General Workers;BS 
6,320,398;OFF_1937_0319;2.696.855.736;9.984.775.543;5;Female;55-74;BS;LOMBARDIA;N/A;Search and selection;Assembly worker (m/f);General Workers;BS 
3,284,008;OFF_1937_0319;1.570.407.581;9.984.731.293;6;Male;35-44;BS;LOMBARDIA;Qualification / Certificate: Auto Electrician;Search and selection;Assembly worker (m/f);General Workers;BS 
5,884,740;OFF_1937_0319;5.166.201.019;998.468.399;7;Male;15-24;BG;LOMBARDIA;N/A;Search and selection;Assembly worker (m/f);General Workers;BS 
1,584,373;OFF_1937_0319;7.554.938.507;998.423.233;8;Male;25-34;PR;EMILIA ROMAGNA;Middle School;Search and selection;Assembly worker (m/f);General Workers;BS 
6,493,805;OFF_1937_0319;5.166.201.019;9.983.932.495;9;Male;15-24;BG;LOMBARDIA;"Middle School;Qualification / Certificate: Industrial Electronics Operator";Search and selection;Assembly worker (m/f);General Workers;BS 
2,197,671;OFF_1937_0319;1.625.313.568;9.983.891.296;10;Male;35-44;MN;LOMBARDIA;Qualification / Certificate: Industrial Electronics Operator;Search and selection;Assembly worker (m/f);General Workers;BS 
6,323,135;OFF_1948_0200;6.166.231.537;999.860.611;1;Female;35-44;VA;LOMBARDIA;N/A;Search and selection;CNC programmer;Specialized workers;BG 
4,243,273;OFF_1948_0200;7.883.981.323;9.996.263.123;2;Male;25-34;NO;PIEMONTE;N/A;Search and selection;CNC programmer;Specialized workers;BG 
6,878,918;OFF_1948_0200;3.348.064.041;9.996.235.657;3;Male;15-24;MI;LOMBARDIA;N/A;Search and selection;CNC programmer;Specialized workers;BG 
5,256,613;OFF_1948_0200;6.166.231.537;9.995.851.898;4;Male;15-24;VA;LOMBARDIA;N/A;Search and selection;CNC programmer;Specialized workers;BG 
5,676,937;OFF_1948_0200;5.439.638.519;9.994.225.311;5;Male;25-34;PV;LOMBARDIA;Master's Degree : Automation engineering (LM-25);Search and selection;CNC programmer;Specialized workers;BG 
6,924,850;OFF_1948_0200;2.237.231.445;9.993.881.989;6;Female;45-54;MI;LOMBARDIA;N/A;Search and selection;CNC programmer;Specialized workers;BG 
4,860,274;OFF_1948_0200;1.678.830.528;9.991.424.561;7;Female;35-44;MB;LOMBARDIA;N/A;Search and selection;CNC programmer;Specialized workers;BG 
169,882;OFF_1948_0200;6.026.448.441;9.991.026.306;8;Male;25-34;PC;EMILIA ROMAGNA;Degree / High School : Computer Science Technician;Search and selection;CNC programmer;Specialized workers;BG 
5,522,137;OFF_1948_0200;4.900.876.999;9.986.549.377;9;Male;35-44;BG;LOMBARDIA;N/A;Search and selection;CNC programmer;Specialized workers;BG 
7,100,292;OFF_1948_0200;2.197.440.338;9.982.922.363;10;Male;55-74;BS;LOMBARDIA;N/A;Search and selection;CNC programmer;Specialized workers;BG 
138,486;OFF_1948_3127;2.347.396.851;9.992.938.232;1;Female;25-34;TO;PIEMONTE;Qualification / Certificate: Male and Female Hairdresser;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
5,908,718;OFF_1948_3127;4.255.551.529;9.992.819.214;2;Female;25-34;AT;PIEMONTE;N/A;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
1,080,756;OFF_1948_3127;6.623.162.079;9.992.110.443;3;Female;35-44;BI;PIEMONTE;Degree / High School : Classical High School;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
4,847,938;OFF_1948_3127;8.360.498.047;9.989.852.142;4;Female;25-34;NO;PIEMONTE;Middle School;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
1,648,300;OFF_1948_3127;0;9.989.309.692;5;Female;25-34;TO;PIEMONTE;Qualification / Certificate: Tourism Enterprise Operator;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
1,110,241;OFF_1948_3127;3.402.417.374;99.883.255;6;Female;25-34;TO;PIEMONTE;Higher Technical Institute (ITS);Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
7,126,258;OFF_1948_3127;9.444.618.225;9.988.317.871;7;Female;35-44;TO;PIEMONTE;Qualification / Certificate: Restaurant Services Operator;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
6,606,798;OFF_1948_3127;2.797.614.098;9.988.317.108;8;Female;35-44;TO;PIEMONTE;N/A;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
5,634,816;OFF_1948_3127;6.329.402.161;9.988.289.642;9;Female;25-34;VC;PIEMONTE;N/A;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
3,144,104;OFF_1948_3127;2.549.080.849;9.988.166.809;10;Female;25-34;TO;PIEMONTE;Middle School;Subordinate employment;Fast Food Attendant;Bar / Catering / Waiting Staff / Cooks / Chefs;TO 
2,081,738;OFF_1952_0412;6.617.188.263;9.997.159.576;1;Male;45-54;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
6,959,541;OFF_1952_0412;6.260.665.894;9.995.832.825;2;Male;55-74;FR;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
5,938,463;OFF_1952_0412;4.124.864.197;9.991.376.495;3;Female;35-44;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
6,270,384;OFF_1952_0412;6.617.188.263;9.991.082.764;4;Female;55-74;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
4,761,939;OFF_1952_0412;5.449.609.756;9.982.546.997;5;Female;55-74;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
5,634,198;OFF_1952_0412;4.439.182.281;997.977.829;6;Male;45-54;RM;LAZIO;Middle School;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
5,156,549;OFF_1952_0412;4.482.850.266;9.978.373.718;7;Female;35-44;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
6,406,882;OFF_1952_0412;2.720.469.856;9.975.887.299;8;Female;25-34;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
7,250,882;OFF_1952_0412;2.906.865.883;9.973.784.637;9;Female;35-44;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
5,277,921;OFF_1952_0412;4.124.864.197;9.970.606.232;10;Female;45-54;RM;LAZIO;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;RM 
5,759,109;OFF_1957_0319;4.418.001.938;9.978.704.071;1;Male;15-24;BG;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
6,866,512;OFF_1957_0319;4.446.339.798;9.974.951.172;2;Female;15-24;BS;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
6,586,323;OFF_1957_0319;6.807.714.081;9.974.248.505;3;Female;25-34;BS;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
6,771,455;OFF_1957_0319;1.807.182.312;9.968.865.967;4;Female;45-54;BS;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
4,769,175;OFF_1957_0319;5.563.719.559;9.967.603.302;5;Male;35-44;BG;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
5,960,832;OFF_1957_0319;4.920.209.122;9.964.813.232;6;Female;25-34;PC;EMILIA ROMAGNA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
7,156,869;OFF_1957_0319;4.512.026.978;9.963.102.722;7;Male;25-34;BG;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
7,133,179;OFF_1957_0319;3.032.438.087;9.962.328.339;8;Female;15-24;BS;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
5,997,861;OFF_1957_0319;1.555.697.632;9.960.954.285;9;Male;25-34;CR;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
5,779,815;OFF_1957_0319;6.440.441.132;9.959.627.533;10;Male;35-44;BG;LOMBARDIA;N/A;Search and selection;General Energy/Extraction Worker;General Workers;BS 
1,303,827;OFF_1960_0319;4.418.001.938;9.979.631.042;1;Male;25-34;BG;LOMBARDIA;Degree / High School : Surveying;Search and selection;construction engineer;Designers / Design / Graphics;BS 
6,423,745;OFF_1960_0319;6.440.441.132;9.978.775.024;2;Male;35-44;BG;LOMBARDIA;N/A;Search and selection;construction engineer;Designers / Design / Graphics;BS 
612,253;OFF_1960_0319;9.388.557.434;9.975.417.328;3;Male;25-34;MI;LOMBARDIA;Degree / High School : Surveying;Search and selection;construction engineer;Designers / Design / Graphics;BS 
6,126,565;OFF_1960_0319;5.311.228.561;9.972.449.493;4;Female;25-34;BG;LOMBARDIA;"Qualification / Certificate: Operator in the furniture and furnishings industry.;Degree / High School : Applied art";Search and selection;construction engineer;Designers / Design / Graphics;BS 
4,005,786;OFF_1960_0319;4.158.483.124;9.968.524.933;5;Male;45-54;PR;EMILIA ROMAGNA;Master's Degree : Architecture;Search and selection;construction engineer;Designers / Design / Graphics;BS 
3,379,789;OFF_1960_0319;5.563.719.559;996.840.744;6;Female;45-54;BG;LOMBARDIA;Degree / High School : Art High School;Search and selection;construction engineer;Designers / Design / Graphics;BS 
5,349,517;OFF_1960_0319;3.032.438.087;9.968.276.215;7;Female;35-44;BS;LOMBARDIA;N/A;Search and selection;construction engineer;Designers / Design / Graphics;BS 
5,077,382;OFF_1960_0319;1.866.766.357;9.967.680.359;8;Male;45-54;BS;LOMBARDIA;Higher Technical Institute (ITS) in Mechanical/Mechatronics Sector;Search and selection;construction engineer;Designers / Design / Graphics;BS 
243,848;OFF_1960_0319;7.789.083.099;9.966.648.865;9;Male;35-44;MI;LOMBARDIA;"Bachelor's Degree : civil Engineering and Environmental (L-07);Degree / High School : Surveying;Master's Degree : Engineering for the environment and the territory (LM-35)";Search and selection;construction engineer;Designers / Design / Graphics;BS 
6,296,616;OFF_1960_0319;6.440.441.132;9.964.567.566;10;Male;25-34;BG;LOMBARDIA;N/A;Search and selection;construction engineer;Designers / Design / Graphics;BS 
6,550,205;OFF_1962_0100;2.107.817.459;9.996.726.227;1;Male;35-44;BS;LOMBARDIA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
6,475,938;OFF_1962_0100;23.911.726;9.993.457.794;2;Male;25-34;CR;LOMBARDIA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
6,021,773;OFF_1962_0100;2.373.403.931;9.991.091.156;3;Female;35-44;MN;LOMBARDIA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
4,924,320;OFF_1962_0100;1.895.264.053;9.990.911.102;4;Male;25-34;BS;LOMBARDIA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
5,221,104;OFF_1962_0100;23.911.726;998.990.097;5;Female;35-44;CR;LOMBARDIA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
5,711,290;OFF_1962_0100;1.895.264.053;9.989.324.951;6;Male;55-74;BS;LOMBARDIA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
7,072,469;OFF_1962_0100;6.342.362.976;9.987.903.595;7;Male;15-24;PR;EMILIA ROMAGNA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
4,276,568;OFF_1962_0100;1.895.264.053;9.987.505.341;8;Male;45-54;BS;LOMBARDIA;Middle School;Subordinate employment;General Metalworker;General Workers;BS 
119,46;OFF_1962_0100;3.774.941.635;9.985.099.792;9;Male;35-44;BG;LOMBARDIA;Middle School;Subordinate employment;General Metalworker;General Workers;BS 
5,249,023;OFF_1962_0100;2.107.817.459;9.983.763.123;10;Male;25-34;BS;LOMBARDIA;N/A;Subordinate employment;General Metalworker;General Workers;BS 
6,403,654;OFF_1963_0100;6.342.362.976;9.997.102.356;1;Female;45-54;PR;EMILIA ROMAGNA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
7,261,633;OFF_1963_0100;3.768.884.659;9.995.330.811;2;Male;35-44;BS;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
7,123,500;OFF_1963_0100;3.368.024.063;9.992.868.805;3;Male;25-34;BS;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
6,733,734;OFF_1963_0100;2.135.610.962;9.991.275.787;4;Male;35-44;BS;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
4,971,429;OFF_1963_0100;7.507.685.852;9.987.728.882;5;Male;55-74;MI;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
6,231,612;OFF_1963_0100;7.507.685.852;9.987.254.334;6;Female;45-54;MI;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
4,903,367;OFF_1963_0100;2.107.817.459;9.986.400.604;7;Male;35-44;BS;LOMBARDIA;"Degree / High School : Scientific High School;Master's Degree : Construction Engineering architecture";Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
6,955,634;OFF_1963_0100;2.107.817.459;9.986.107.636;8;Female;15-24;BS;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
5,478,376;OFF_1963_0100;2.107.817.459;9.985.150.909;9;Female;45-54;BS;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
6,509,048;OFF_1963_0100;23.911.726;9.984.252.167;10;Female;45-54;CR;LOMBARDIA;N/A;Subordinate employment;Technical Design Manager;Designers / Design / Graphics;BS 
1,392,847;OFF_1968_0412;4.175.465.393;9.997.595.978;1;Male;55-74;LT;LAZIO;Degree / High School : Technician in Electronics and Telecommunications;Subordinate employment;Manual turner;Specialized workers;FR 
2,507,260;OFF_1968_0412;7.782.759.857;9.994.564.056;2;Male;35-44;RI;LAZIO;Higher Technical Institute (ITS) in Mechanical/Mechatronics Sector;Subordinate employment;Manual turner;Specialized workers;FR 
5,854,264;OFF_1968_0412;2.622.270.393;9.993.032.837;3;Male;25-34;FR;LAZIO;Degree / High School : Technician in Food and Beverage Services and Hospitality;Subordinate employment;Manual turner;Specialized workers;FR 
6,268,827;OFF_1968_0412;3.202.873.611;9.991.459.656;4;Male;15-24;RM;LAZIO;Degree / High School : Scientific High School;Subordinate employment;Manual turner;Specialized workers;FR 
2,458,887;OFF_1968_0412;4.175.465.393;9.990.545.654;5;Male;35-44;LT;LAZIO;"Qualification / Certificate: Metalworking worker;Middle School : Middle School";Subordinate employment;Manual turner;Specialized workers;FR 
6,997,412;OFF_1968_0412;4.553.886.032;9.989.503.479;6;Female;25-34;LT;LAZIO;N/A;Subordinate employment;Manual turner;Specialized workers;FR 
2,150,175;OFF_1968_0412;3.457.375.336;9.989.087.677;7;Male;35-44;LT;LAZIO;Degree / High School : Computer Science Technician;Subordinate employment;Manual turner;Specialized workers;FR 
6,197,501;OFF_1968_0412;2.926.546.669;9.988.562.012;8;Male;45-54;FR;LAZIO;N/A;Subordinate employment;Manual turner;Specialized workers;FR 
6,125,017;OFF_1968_0412;4.175.465.393;9.988.079.071;9;Male;25-34;LT;LAZIO;Degree / High School : Accountancy;Subordinate employment;Manual turner;Specialized workers;FR 
6,419,639;OFF_1968_0412;4.379.750.824;9.987.677.002;10;Male;35-44;FR;LAZIO;Degree / High School : Computer Science Technician;Subordinate employment;Manual turner;Specialized workers;FR 
7,010,950;OFF_1986_0161;2.226.968.575;9.999.052.429;1;Female;35-44;BG;LOMBARDIA;N/A;Subordinate employment;General Textile Worker;General Workers;BS 
6,089,151;OFF_1986_0161;2.226.968.575;9.996.318.817;2;Male;35-44;BG;LOMBARDIA;N/A;Subordinate employment;General Textile Worker;General Workers;BS 
2,513,206;OFF_1986_0161;2.226.968.575;9.996.178.436;3;Male;25-34;BG;LOMBARDIA;N/A;Subordinate employment;General Textile Worker;General Workers;BS 
7,056,836;OFF_1986_0161;2.226.968.575;9.996.094.513;4;Male;25-34;BG;LOMBARDIA;Middle School;Subordinate employment;General Textile Worker;General Workers;BS 
7,012,063;OFF_1986_0161;2.589.762.878;9.996.024.323;5;Female;35-44;BG;LOMBARDIA;N/A;Subordinate employment;General Textile Worker;General Workers;BS 
3,381,004;OFF_1986_0161;2.226.968.575;9.995.895.386;6;Female;45-54;BG;LOMBARDIA;Qualification / Certificate: Office Clerk;Subordinate employment;General Textile Worker;General Workers;BS 
334,97;OFF_1986_0161;2.226.968.575;9.995.410.156;7;Female;35-44;BG;LOMBARDIA;Middle School;Subordinate employment;General Textile Worker;General Workers;BS 
6,740,402;OFF_1986_0161;9.270.317.078;9.995.091.248;8;Female;35-44;BG;LOMBARDIA;N/A;Subordinate employment;General Textile Worker;General Workers;BS 
3,132,625;OFF_1986_0161;2.226.968.575;9.994.811.249;9;Male;25-34;BG;LOMBARDIA;Qualification / Certificate: Machine Tool Operator;Subordinate employment;General Textile Worker;General Workers;BS 
7,011,135;OFF_1986_0161;16.819.767;9.994.665.527;10;Female;35-44;BG;LOMBARDIA;N/A;Subordinate employment;General Textile Worker;General Workers;BS 
5,885,529;OFF_1990_0050;4.355.474.472;9.983.370.972;1;Male;55-74;UD;FRIULI VENEZIA GIULIA;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;UD 
6,099,553;OFF_1990_0050;2.073.601.913;9.967.562.103;2;Male;35-44;UD;FRIULI VENEZIA GIULIA;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;UD 
5,609,794;OFF_1990_0050;4.355.474.472;9.958.835.602;3;Male;45-54;UD;FRIULI VENEZIA GIULIA;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;UD 
2,405,722;OFF_1990_0050;2.478.732.872;9.950.121.307;4;Male;35-44;UD;FRIULI VENEZIA GIULIA;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;UD 
5,757,848;OFF_1990_0050;188.449.173;9.938.145.447;5;Female;15-24;UD;FRIULI VENEZIA GIULIA;N/A;Subordinate employment;Driver;Warehouse / Logistics / Transport;UD 
